entry,at,order
"""AAron @ SgIZePqJyI"" calls 340",2020-10-01T04:33:53.321Z,160152683332200
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:33:47.115Z,160152682711600
"""andy @ x1ssluuc4S"" raises to 340",2020-10-01T04:33:45.469Z,160152682547000
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:33:42.430Z,160152682243100
"""AAron @ SgIZePqJyI"" bets 170",2020-10-01T04:33:40.395Z,160152682039600
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T04:33:32.205Z,160152681220600
"""andy @ x1ssluuc4S"" checks",2020-10-01T04:33:30.755Z,160152681075500
"flop:  [8♥, A♥, 5♥]",2020-10-01T04:33:26.301Z,160152680630300
"""Ayush @ _e74w1sbtZ"" folds",2020-10-01T04:33:25.497Z,160152680549800
"""andy @ x1ssluuc4S"" calls 40",2020-10-01T04:33:22.870Z,160152680287100
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:33:20.903Z,160152680090400
"""meesh @ He9325iWeJ"" calls 40",2020-10-01T04:33:18.865Z,160152679886600
"""AAron @ SgIZePqJyI"" calls 40",2020-10-01T04:33:17.964Z,160152679796500
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:33:16.272Z,160152679627300
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:33:15.367Z,160152679536800
"""Cal @ C1JUuMhLYL"" raises to 40",2020-10-01T04:32:59.753Z,160152677975400
"""Ayush @ _e74w1sbtZ"" posts a big blind of 10",2020-10-01T04:32:55.827Z,160152677583312
"""andy @ x1ssluuc4S"" posts a small blind of 5",2020-10-01T04:32:55.827Z,160152677583311
"Your hand is J♥, 6♥",2020-10-01T04:32:55.827Z,160152677583308
"Player stacks: #1 ""andy @ x1ssluuc4S"" (7297) | #2 ""Ayush @ _e74w1sbtZ"" (3000) | #4 ""Cal @ C1JUuMhLYL"" (4896) | #5 ""Andrew @ wLSIrWJs7w"" (1900) | #6 ""Justin @ _g_OqsZX-M"" (5215) | #8 ""AAron @ SgIZePqJyI"" (1790) | #9 ""meesh @ He9325iWeJ"" (3276) | #10 ""Steven @ GWM99dqAoi"" (5584)",2020-10-01T04:32:55.827Z,160152677583302
"-- starting hand #103  (No Limit Texas Hold'em) (dealer: ""Steven @ GWM99dqAoi"") --",2020-10-01T04:32:55.827Z,160152677583301
"The player ""Ayush @ _e74w1sbtZ"" joined the game with a stack of 3000.",2020-10-01T04:32:55.827Z,160152677583300
"-- ending hand #102 --",2020-10-01T04:32:48.803Z,160152676880503
"""andy @ x1ssluuc4S"" shows a 10♣, K♥.",2020-10-01T04:32:48.803Z,160152676880502
"""Andrew @ wLSIrWJs7w"" collected 600 from pot with Two Pair, 9's & 4's (combination: 9♥, 9♠, 4♦, 4♣, A♥)",2020-10-01T04:32:48.803Z,160152676880501
"""Andrew @ wLSIrWJs7w"" shows a 4♦, A♥.",2020-10-01T04:32:48.803Z,160152676880500
"""Andrew @ wLSIrWJs7w"" calls 150",2020-10-01T04:32:47.997Z,160152676799800
"""andy @ x1ssluuc4S"" bets 150",2020-10-01T04:32:19.125Z,160152673912600
"river: J♠, 9♥, 4♣, 2♣ [9♠]",2020-10-01T04:32:14.317Z,160152673432200
"""Andrew @ wLSIrWJs7w"" checks",2020-10-01T04:32:13.508Z,160152673350800
"""andy @ x1ssluuc4S"" checks",2020-10-01T04:31:46.580Z,160152670658100
"turn: J♠, 9♥, 4♣ [2♣]",2020-10-01T04:31:45.841Z,160152670584300
"""andy @ x1ssluuc4S"" calls 90",2020-10-01T04:31:45.034Z,160152670503500
"The admin approved the player ""Ayush @ _e74w1sbtZ"" participation with a stack of 3000.",2020-10-01T04:31:31.152Z,160152669115400
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:31:29.720Z,160152668972100
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:31:28.735Z,160152668873600
"""Andrew @ wLSIrWJs7w"" bets 90",2020-10-01T04:31:25.471Z,160152668547200
"The player ""Ayush @ _e74w1sbtZ"" requested a seat.",2020-10-01T04:31:18.794Z,160152667879500
"""andy @ x1ssluuc4S"" checks",2020-10-01T04:31:06.449Z,160152666645000
"""Steven @ GWM99dqAoi"" checks",2020-10-01T04:31:05.540Z,160152666554100
"flop:  [J♠, 9♥, 4♣]",2020-10-01T04:31:02.038Z,160152666203900
"""andy @ x1ssluuc4S"" calls 30",2020-10-01T04:31:01.233Z,160152666123400
"""Steven @ GWM99dqAoi"" calls 30",2020-10-01T04:30:55.660Z,160152665566100
"""meesh @ He9325iWeJ"" calls 30",2020-10-01T04:30:52.146Z,160152665214700
"""AAron @ SgIZePqJyI"" folds",2020-10-01T04:30:48.379Z,160152664837900
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:30:47.483Z,160152664748400
"""Andrew @ wLSIrWJs7w"" raises to 30",2020-10-01T04:30:46.591Z,160152664659500
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:30:32.398Z,160152663239800
"""andy @ x1ssluuc4S"" posts a big blind of 10",2020-10-01T04:30:31.073Z,160152663107510
"""Steven @ GWM99dqAoi"" posts a small blind of 5",2020-10-01T04:30:31.073Z,160152663107509
"Your hand is 2♦, 9♣",2020-10-01T04:30:31.073Z,160152663107506
"Player stacks: #1 ""andy @ x1ssluuc4S"" (7567) | #4 ""Cal @ C1JUuMhLYL"" (4896) | #5 ""Andrew @ wLSIrWJs7w"" (1570) | #6 ""Justin @ _g_OqsZX-M"" (5215) | #8 ""AAron @ SgIZePqJyI"" (1790) | #9 ""meesh @ He9325iWeJ"" (3306) | #10 ""Steven @ GWM99dqAoi"" (5614)",2020-10-01T04:30:31.073Z,160152663107501
"-- starting hand #102  (No Limit Texas Hold'em) (dealer: ""meesh @ He9325iWeJ"") --",2020-10-01T04:30:31.073Z,160152663107500
"""Steven @ GWM99dqAoi"" shows a 8♣, 10♦.",2020-10-01T04:30:28.259Z,160152662826000
"-- ending hand #101 --",2020-10-01T04:30:27.458Z,160152662745902
"""Steven @ GWM99dqAoi"" collected 120 from pot",2020-10-01T04:30:27.458Z,160152662745901
"Uncalled bet of 125 returned to ""Steven @ GWM99dqAoi""",2020-10-01T04:30:27.458Z,160152662745900
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:30:26.649Z,160152662665000
"""AAron @ SgIZePqJyI"" folds",2020-10-01T04:30:25.735Z,160152662573600
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:30:18.043Z,160152661804400
"""Steven @ GWM99dqAoi"" bets 125",2020-10-01T04:30:15.144Z,160152661514500
"""meesh @ He9325iWeJ"" checks",2020-10-01T04:30:09.850Z,160152660985100
"turn: 10♥, A♦, 8♦ [8♥]",2020-10-01T04:30:07.141Z,160152660714300
"""AAron @ SgIZePqJyI"" checks",2020-10-01T04:30:06.336Z,160152660633700
"""Andrew @ wLSIrWJs7w"" checks",2020-10-01T04:30:04.310Z,160152660431100
"""Steven @ GWM99dqAoi"" checks",2020-10-01T04:29:54.750Z,160152659475000
"""meesh @ He9325iWeJ"" checks",2020-10-01T04:29:44.030Z,160152658403100
"flop:  [10♥, A♦, 8♦]",2020-10-01T04:29:38.655Z,160152657865600
"""Steven @ GWM99dqAoi"" calls 30",2020-10-01T04:29:37.848Z,160152657784900
"""meesh @ He9325iWeJ"" calls 30",2020-10-01T04:29:34.420Z,160152657442100
"""AAron @ SgIZePqJyI"" calls 30",2020-10-01T04:29:32.797Z,160152657279800
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:29:31.629Z,160152657163000
"""Andrew @ wLSIrWJs7w"" raises to 30",2020-10-01T04:29:30.734Z,160152657073500
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:29:09.376Z,160152654937700
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:29:05.331Z,160152654533200
"""Steven @ GWM99dqAoi"" posts a big blind of 10",2020-10-01T04:29:04.344Z,160152654434911
"""meesh @ He9325iWeJ"" posts a small blind of 5",2020-10-01T04:29:04.344Z,160152654434910
"Your hand is 2♥, 2♠",2020-10-01T04:29:04.344Z,160152654434907
"Player stacks: #1 ""andy @ x1ssluuc4S"" (7567) | #4 ""Cal @ C1JUuMhLYL"" (4896) | #5 ""Andrew @ wLSIrWJs7w"" (1600) | #6 ""Justin @ _g_OqsZX-M"" (5215) | #8 ""AAron @ SgIZePqJyI"" (1820) | #9 ""meesh @ He9325iWeJ"" (3336) | #10 ""Steven @ GWM99dqAoi"" (5524)",2020-10-01T04:29:04.344Z,160152654434902
"-- starting hand #101  (No Limit Texas Hold'em) (dealer: ""AAron @ SgIZePqJyI"") --",2020-10-01T04:29:04.344Z,160152654434901
"The admin updated the player ""Justin @ _g_OqsZX-M"" stack from 3215 to 5215.",2020-10-01T04:29:04.344Z,160152654434900
"-- ending hand #100 --",2020-10-01T04:29:01.421Z,160152654142202
"""AAron @ SgIZePqJyI"" collected 60 from pot",2020-10-01T04:29:01.421Z,160152654142201
"Uncalled bet of 60 returned to ""AAron @ SgIZePqJyI""",2020-10-01T04:29:01.421Z,160152654142200
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:29:00.615Z,160152654061600
"WARNING: the admin queued the stack change for the player ""Justin @ _g_OqsZX-M"" adding 2000 chips in the next hand.",2020-10-01T04:28:48.205Z,160152652820600
"""AAron @ SgIZePqJyI"" bets 60",2020-10-01T04:28:39.851Z,160152651985200
"flop:  [J♦, 3♦, 8♣]",2020-10-01T04:28:37.160Z,160152651716100
"""meesh @ He9325iWeJ"" calls 30",2020-10-01T04:28:36.353Z,160152651635400
"""AAron @ SgIZePqJyI"" raises to 30",2020-10-01T04:28:28.306Z,160152650830600
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:28:23.650Z,160152650365100
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:28:22.762Z,160152650276200
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:28:21.781Z,160152650178200
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:28:20.871Z,160152650087200
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:28:13.285Z,160152649328600
"""meesh @ He9325iWeJ"" posts a big blind of 10",2020-10-01T04:28:12.004Z,160152649200510
"""AAron @ SgIZePqJyI"" posts a small blind of 5",2020-10-01T04:28:12.004Z,160152649200509
"Your hand is K♦, A♠",2020-10-01T04:28:12.004Z,160152649200506
"Player stacks: #1 ""andy @ x1ssluuc4S"" (7567) | #4 ""Cal @ C1JUuMhLYL"" (4896) | #5 ""Andrew @ wLSIrWJs7w"" (1600) | #6 ""Justin @ _g_OqsZX-M"" (3215) | #8 ""AAron @ SgIZePqJyI"" (1790) | #9 ""meesh @ He9325iWeJ"" (3366) | #10 ""Steven @ GWM99dqAoi"" (5524)",2020-10-01T04:28:12.004Z,160152649200501
"-- starting hand #100  (No Limit Texas Hold'em) (dealer: ""Justin @ _g_OqsZX-M"") --",2020-10-01T04:28:12.004Z,160152649200500
"-- ending hand #99 --",2020-10-01T04:28:04.983Z,160152648498403
"""Justin @ _g_OqsZX-M"" shows a J♠, 10♥.",2020-10-01T04:28:04.983Z,160152648498402
"""meesh @ He9325iWeJ"" collected 1160 from pot with Two Pair, K's & J's (combination: K♠, K♦, J♥, J♣, 10♦)",2020-10-01T04:28:04.983Z,160152648498401
"""meesh @ He9325iWeJ"" shows a K♠, J♥.",2020-10-01T04:28:04.983Z,160152648498400
"""meesh @ He9325iWeJ"" calls 400",2020-10-01T04:28:04.176Z,160152648417700
"""Justin @ _g_OqsZX-M"" bets 400",2020-10-01T04:27:57.275Z,160152647727600
"river: 6♦, 10♦, K♦, 7♦ [J♣]",2020-10-01T04:27:41.847Z,160152646185200
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:27:41.042Z,160152646104300
"""meesh @ He9325iWeJ"" calls 120",2020-10-01T04:27:40.129Z,160152646013000
"""AAron @ SgIZePqJyI"" folds",2020-10-01T04:27:33.314Z,160152645331400
"""Justin @ _g_OqsZX-M"" bets 120",2020-10-01T04:27:31.642Z,160152645164300
"turn: 6♦, 10♦, K♦ [7♦]",2020-10-01T04:27:24.938Z,160152644494500
"""andy @ x1ssluuc4S"" checks",2020-10-01T04:27:24.133Z,160152644413400
"""meesh @ He9325iWeJ"" checks",2020-10-01T04:27:23.232Z,160152644323300
"""AAron @ SgIZePqJyI"" checks",2020-10-01T04:27:22.199Z,160152644220000
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T04:27:21.222Z,160152644122300
"flop:  [6♦, 10♦, K♦]",2020-10-01T04:27:17.716Z,160152643771700
"""AAron @ SgIZePqJyI"" calls 30",2020-10-01T04:27:16.906Z,160152643690700
"""Justin @ _g_OqsZX-M"" calls 30",2020-10-01T04:27:14.847Z,160152643484800
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:27:13.958Z,160152643395900
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:26:57.045Z,160152641704600
"""andy @ x1ssluuc4S"" calls 30",2020-10-01T04:26:55.676Z,160152641567700
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:26:53.286Z,160152641328700
"""meesh @ He9325iWeJ"" raises to 30",2020-10-01T04:26:46.440Z,160152640644100
"""AAron @ SgIZePqJyI"" posts a big blind of 10",2020-10-01T04:26:41.757Z,160152640176010
"""Justin @ _g_OqsZX-M"" posts a small blind of 5",2020-10-01T04:26:41.757Z,160152640176009
"Your hand is 9♠, 10♠",2020-10-01T04:26:41.757Z,160152640176006
"Player stacks: #1 ""andy @ x1ssluuc4S"" (7597) | #4 ""Cal @ C1JUuMhLYL"" (4896) | #5 ""Andrew @ wLSIrWJs7w"" (1600) | #6 ""Justin @ _g_OqsZX-M"" (3765) | #8 ""AAron @ SgIZePqJyI"" (1820) | #9 ""meesh @ He9325iWeJ"" (2756) | #10 ""Steven @ GWM99dqAoi"" (5524)",2020-10-01T04:26:41.757Z,160152640176001
"-- starting hand #99  (No Limit Texas Hold'em) (dealer: ""Andrew @ wLSIrWJs7w"") --",2020-10-01T04:26:41.757Z,160152640176000
"""Steven @ GWM99dqAoi"" shows a K♦, J♦.",2020-10-01T04:26:39.149Z,160152639914900
"-- ending hand #98 --",2020-10-01T04:26:38.146Z,160152639815002
"""Steven @ GWM99dqAoi"" collected 2265 from pot",2020-10-01T04:26:38.146Z,160152639815001
"Uncalled bet of 1132 returned to ""Steven @ GWM99dqAoi""",2020-10-01T04:26:38.146Z,160152639815000
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:26:37.339Z,160152639734000
"""Steven @ GWM99dqAoi"" raises to 1732",2020-10-01T04:26:30.836Z,160152639083700
"""andy @ x1ssluuc4S"" bets 600",2020-10-01T04:26:14.638Z,160152637463800
"""Steven @ GWM99dqAoi"" checks",2020-10-01T04:26:09.876Z,160152636987700
"turn: 5♦, 10♦, 6♥ [9♦]",2020-10-01T04:26:07.887Z,160152636789100
"""andy @ x1ssluuc4S"" calls 400",2020-10-01T04:26:07.078Z,160152636707900
"""Steven @ GWM99dqAoi"" raises to 400",2020-10-01T04:25:59.368Z,160152635936900
"""andy @ x1ssluuc4S"" bets 160",2020-10-01T04:25:53.732Z,160152635373300
"""Steven @ GWM99dqAoi"" checks",2020-10-01T04:25:45.796Z,160152634579700
"flop:  [5♦, 10♦, 6♥]",2020-10-01T04:25:42.876Z,160152634287700
"""Steven @ GWM99dqAoi"" calls 120",2020-10-01T04:25:42.064Z,160152634206500
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:25:39.272Z,160152633927600
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:25:34.474Z,160152633447400
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:25:33.584Z,160152633358400
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:25:28.211Z,160152632821200
"""andy @ x1ssluuc4S"" raises to 120",2020-10-01T04:25:24.303Z,160152632430400
"""Steven @ GWM99dqAoi"" raises to 40",2020-10-01T04:25:18.897Z,160152631889800
"""meesh @ He9325iWeJ"" calls 10",2020-10-01T04:25:16.492Z,160152631649300
"""AAron @ SgIZePqJyI"" folds",2020-10-01T04:25:14.037Z,160152631403800
"""Justin @ _g_OqsZX-M"" posts a big blind of 10",2020-10-01T04:25:11.499Z,160152631150311
"""Andrew @ wLSIrWJs7w"" posts a small blind of 5",2020-10-01T04:25:11.499Z,160152631150310
"Your hand is 8♣, 3♦",2020-10-01T04:25:11.499Z,160152631150307
"Player stacks: #1 ""andy @ x1ssluuc4S"" (8717) | #4 ""Cal @ C1JUuMhLYL"" (4896) | #5 ""Andrew @ wLSIrWJs7w"" (1605) | #6 ""Justin @ _g_OqsZX-M"" (3775) | #8 ""AAron @ SgIZePqJyI"" (1820) | #9 ""meesh @ He9325iWeJ"" (2766) | #10 ""Steven @ GWM99dqAoi"" (4379)",2020-10-01T04:25:11.499Z,160152631150302
"-- starting hand #98  (No Limit Texas Hold'em) (dealer: ""Cal @ C1JUuMhLYL"") --",2020-10-01T04:25:11.499Z,160152631150301
"The player ""AAron @ SgIZePqJyI"" joined the game with a stack of 1820.",2020-10-01T04:25:11.499Z,160152631150300
"""Cal @ C1JUuMhLYL"" shows a Q♠, 9♦.",2020-10-01T04:25:09.336Z,160152630933600
"""Steven @ GWM99dqAoi"" shows a Q♥, 9♣.",2020-10-01T04:25:08.463Z,160152630846400
"-- ending hand #97 --",2020-10-01T04:25:07.158Z,160152630715902
"""Steven @ GWM99dqAoi"" collected 335 from pot",2020-10-01T04:25:07.158Z,160152630715901
"Uncalled bet of 500 returned to ""Steven @ GWM99dqAoi""",2020-10-01T04:25:07.158Z,160152630715900
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:25:06.349Z,160152630635000
"""Steven @ GWM99dqAoi"" bets 500",2020-10-01T04:24:54.219Z,160152629422000
"""meesh @ He9325iWeJ"" checks",2020-10-01T04:24:49.905Z,160152628990500
"turn: Q♦, 9♠, 5♥ [6♦]",2020-10-01T04:24:42.426Z,160152628243100
"""meesh @ He9325iWeJ"" calls 120",2020-10-01T04:24:41.622Z,160152628162300
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:24:31.659Z,160152627166000
"""Steven @ GWM99dqAoi"" bets 120",2020-10-01T04:24:28.072Z,160152626807300
"The admin approved the player ""AAron @ SgIZePqJyI"" participation with a stack of 1820.",2020-10-01T04:24:21.913Z,160152626191500
"""meesh @ He9325iWeJ"" checks",2020-10-01T04:24:20.327Z,160152626032800
"The player ""AAron @ SgIZePqJyI"" requested a seat.",2020-10-01T04:24:16.310Z,160152625631100
"""Andrew @ wLSIrWJs7w"" checks",2020-10-01T04:24:12.913Z,160152625291400
"flop:  [Q♦, 9♠, 5♥]",2020-10-01T04:23:58.949Z,160152623895000
"""meesh @ He9325iWeJ"" calls 30",2020-10-01T04:23:58.143Z,160152623814300
"""Andrew @ wLSIrWJs7w"" calls 30",2020-10-01T04:23:56.183Z,160152623618300
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:23:53.166Z,160152623316700
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:23:39.416Z,160152621941700
"""Steven @ GWM99dqAoi"" raises to 30",2020-10-01T04:23:38.512Z,160152621851300
"""meesh @ He9325iWeJ"" calls 10",2020-10-01T04:23:28.297Z,160152620829800
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:23:22.706Z,160152620270700
"""Andrew @ wLSIrWJs7w"" posts a big blind of 10",2020-10-01T04:23:18.621Z,160152619862209
"""Cal @ C1JUuMhLYL"" posts a small blind of 5",2020-10-01T04:23:18.621Z,160152619862208
"Player stacks: #1 ""andy @ x1ssluuc4S"" (8717) | #4 ""Cal @ C1JUuMhLYL"" (4901) | #5 ""Andrew @ wLSIrWJs7w"" (1635) | #6 ""Justin @ _g_OqsZX-M"" (3775) | #9 ""meesh @ He9325iWeJ"" (2916) | #10 ""Steven @ GWM99dqAoi"" (4194)",2020-10-01T04:23:18.621Z,160152619862201
"-- starting hand #97  (No Limit Texas Hold'em) (dealer: ""andy @ x1ssluuc4S"") --",2020-10-01T04:23:18.621Z,160152619862200
"-- ending hand #96 --",2020-10-01T04:23:12.100Z,160152619210102
"""Steven @ GWM99dqAoi"" collected 1325 from pot with Flush, Ad High (combination: A♦, 9♦, 8♦, 7♦, 2♦)",2020-10-01T04:23:12.100Z,160152619210101
"""Steven @ GWM99dqAoi"" shows a 9♦, A♦.",2020-10-01T04:23:12.100Z,160152619210100
"""Cal @ C1JUuMhLYL"" calls 500",2020-10-01T04:23:11.294Z,160152619129400
"""Steven @ GWM99dqAoi"" bets 500",2020-10-01T04:22:30.837Z,160152615083800
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T04:22:15.984Z,160152613598500
"river: J♥, 3♥, 7♦, 8♦ [2♦]",2020-10-01T04:22:13.081Z,160152613308900
"""Cal @ C1JUuMhLYL"" calls 70",2020-10-01T04:22:12.274Z,160152613227500
"""Steven @ GWM99dqAoi"" bets 70",2020-10-01T04:22:11.181Z,160152613118200
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T04:22:09.530Z,160152612953100
"turn: J♥, 3♥, 7♦ [8♦]",2020-10-01T04:22:06.992Z,160152612699600
"""Cal @ C1JUuMhLYL"" calls 50",2020-10-01T04:22:06.186Z,160152612618700
"""Steven @ GWM99dqAoi"" bets 50",2020-10-01T04:22:03.714Z,160152612371700
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T04:21:59.606Z,160152611960800
"flop:  [J♥, 3♥, 7♦]",2020-10-01T04:21:57.256Z,160152611725800
"""Cal @ C1JUuMhLYL"" calls 40",2020-10-01T04:21:56.451Z,160152611645100
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:21:54.459Z,160152611446000
"""Steven @ GWM99dqAoi"" raises to 40",2020-10-01T04:21:53.545Z,160152611354600
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:21:51.648Z,160152611164900
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:21:50.738Z,160152611074000
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:21:49.848Z,160152610984900
"""Cal @ C1JUuMhLYL"" posts a big blind of 10",2020-10-01T04:21:46.988Z,160152610699009
"""andy @ x1ssluuc4S"" posts a small blind of 5",2020-10-01T04:21:46.988Z,160152610699008
"Player stacks: #1 ""andy @ x1ssluuc4S"" (8722) | #4 ""Cal @ C1JUuMhLYL"" (5561) | #5 ""Andrew @ wLSIrWJs7w"" (1635) | #6 ""Justin @ _g_OqsZX-M"" (3775) | #9 ""meesh @ He9325iWeJ"" (2916) | #10 ""Steven @ GWM99dqAoi"" (3529)",2020-10-01T04:21:46.988Z,160152610699001
"-- starting hand #96  (No Limit Texas Hold'em) (dealer: ""Steven @ GWM99dqAoi"") --",2020-10-01T04:21:46.988Z,160152610699000
"-- ending hand #95 --",2020-10-01T04:21:44.076Z,160152610407702
"""Steven @ GWM99dqAoi"" collected 70 from pot",2020-10-01T04:21:44.076Z,160152610407701
"Uncalled bet of 100 returned to ""Steven @ GWM99dqAoi""",2020-10-01T04:21:44.076Z,160152610407700
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:21:43.267Z,160152610326800
"""Steven @ GWM99dqAoi"" bets 100",2020-10-01T04:21:41.583Z,160152610158400
"flop:  [7♣, 3♣, 5♦]",2020-10-01T04:21:38.413Z,160152609841400
"""meesh @ He9325iWeJ"" calls 30",2020-10-01T04:21:37.607Z,160152609760800
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:21:36.091Z,160152609609100
"""Steven @ GWM99dqAoi"" raises to 30",2020-10-01T04:21:33.028Z,160152609302900
"""meesh @ He9325iWeJ"" calls 10",2020-10-01T04:21:30.475Z,160152609047600
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:21:29.198Z,160152608919900
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:21:28.308Z,160152608830900
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:21:27.369Z,160152608737000
"""andy @ x1ssluuc4S"" posts a big blind of 10",2020-10-01T04:21:22.219Z,160152608222109
"""Steven @ GWM99dqAoi"" posts a small blind of 5",2020-10-01T04:21:22.219Z,160152608222108
"Player stacks: #1 ""andy @ x1ssluuc4S"" (8732) | #4 ""Cal @ C1JUuMhLYL"" (5561) | #5 ""Andrew @ wLSIrWJs7w"" (1635) | #6 ""Justin @ _g_OqsZX-M"" (3775) | #9 ""meesh @ He9325iWeJ"" (2946) | #10 ""Steven @ GWM99dqAoi"" (3489)",2020-10-01T04:21:22.219Z,160152608222101
"-- starting hand #95  (No Limit Texas Hold'em) (dealer: ""meesh @ He9325iWeJ"") --",2020-10-01T04:21:22.219Z,160152608222100
"-- ending hand #94 --",2020-10-01T04:21:19.312Z,160152607931302
"""Cal @ C1JUuMhLYL"" collected 305 from pot",2020-10-01T04:21:19.312Z,160152607931301
"Uncalled bet of 305 returned to ""Cal @ C1JUuMhLYL""",2020-10-01T04:21:19.312Z,160152607931300
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:21:18.508Z,160152607850900
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:21:17.615Z,160152607761500
"""Cal @ C1JUuMhLYL"" bets 305",2020-10-01T04:21:03.851Z,160152606385200
"""Steven @ GWM99dqAoi"" checks",2020-10-01T04:21:01.477Z,160152606147800
"turn: 7♦, 6♣, 5♠ [Q♦]",2020-10-01T04:20:59.961Z,160152605996300
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T04:20:59.157Z,160152605915800
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T04:20:56.913Z,160152605691300
"""Steven @ GWM99dqAoi"" checks",2020-10-01T04:20:55.881Z,160152605588200
"flop:  [7♦, 6♣, 5♠]",2020-10-01T04:20:53.439Z,160152605344100
"""Cal @ C1JUuMhLYL"" calls 100",2020-10-01T04:20:52.631Z,160152605263200
"""Steven @ GWM99dqAoi"" calls 100",2020-10-01T04:20:51.418Z,160152605141900
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:20:49.883Z,160152604988400
"""Justin @ _g_OqsZX-M"" raises to 100",2020-10-01T04:20:48.608Z,160152604860900
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:20:42.263Z,160152604226400
"""Cal @ C1JUuMhLYL"" raises to 40",2020-10-01T04:20:38.736Z,160152603873700
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:20:35.884Z,160152603588500
"""Steven @ GWM99dqAoi"" posts a big blind of 10",2020-10-01T04:20:34.918Z,160152603492510
"""meesh @ He9325iWeJ"" posts a small blind of 5",2020-10-01T04:20:34.918Z,160152603492509
"Player stacks: #1 ""andy @ x1ssluuc4S"" (8732) | #4 ""Cal @ C1JUuMhLYL"" (5356) | #5 ""Andrew @ wLSIrWJs7w"" (1635) | #6 ""Justin @ _g_OqsZX-M"" (3875) | #9 ""meesh @ He9325iWeJ"" (2951) | #10 ""Steven @ GWM99dqAoi"" (3589)",2020-10-01T04:20:34.918Z,160152603492502
"-- starting hand #94  (No Limit Texas Hold'em) (dead button) --",2020-10-01T04:20:34.918Z,160152603492501
"The player ""AAron @ SgIZePqJyI"" quits the game with a stack of 1820.",2020-10-01T04:20:34.918Z,160152603492500
"-- ending hand #93 --",2020-10-01T04:20:32.005Z,160152603200602
"""andy @ x1ssluuc4S"" collected 175 from pot",2020-10-01T04:20:32.005Z,160152603200601
"Uncalled bet of 150 returned to ""andy @ x1ssluuc4S""",2020-10-01T04:20:32.005Z,160152603200600
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:20:31.198Z,160152603119900
"""andy @ x1ssluuc4S"" bets 150",2020-10-01T04:19:55.965Z,160152599596500
"""Steven @ GWM99dqAoi"" checks",2020-10-01T04:19:54.235Z,160152599423600
